"","bam.SRR_78_ngm_sorted.bam"
"AAC66187-1",63
"AAC66191-1",47
"AAC66219-1",426
"AAC66223-1",19
"AAC66195-1",179
"AAC66208-1",276
"AAC66209-1",1394
"AAC66210-1",133
"AAC66192-1",731
"AAC66147-1",737
"AAC66153-1",146
"AAC66155-1",11
"AAC66132-1",3048
"AAC66133-1",208
"AAC66139-1",1640
"AAC66172-1",271
"AAC66141-1",598
"AAC66142-1",117
"AAC66174-1",2936
"AAC66143-1",193
"AAC66138-1",117
"AAC66134-1",2592
"AAC66160-1",67
"AAC66166-1",183
"AAC66167-1",871
"AET25336-1",148
"AAC66144-1",821
"AAC66178-1",222
"AAC66179-1",25
"AAC66145-1",9330
"AAC66182-1",519
"AAC66146-1",525
"AAC66169-1",227
"AAC66135-1",792
"AET25337-1",7
"AAC66136-1",382
"AAC66137-1",806
"AAC66096-1",3325
"AAC66084-1",2091
"AAC66098-1",39
"AAC66100-1",26
"AAC66086-1",220
"AAC66087-1",232
"AAC66088-1",197
"AAC66089-1",6554
"AET25406-1",35
"AET25407-1",22
"AAC66119-1",1843
"AAC66120-1",1467
"AAC66121-1",750
"AAC66090-1",158
"AAC66122-1",898
"AAC66102-1",506
"AAC66103-1",175
"AAC66105-1",675
"AAC66108-1",1569
"AAC66110-1",3181
"AAC66111-1",33
"AAC66091-1",969
"AAC66124-1",2
"AAC66125-1",55
"AAC66127-1",321
"AAC66128-1",175
"AAC66129-1",184
"AAC66130-1",330
"AAF08550-1",19
"AAF08546-1",0
"AAF08551-1",0
"AET25427-1",72
"AAF08548-1",3
"AAF08549-1",6
"AAC66227-1",1709
"AAC66228-1",167
"AAC66229-1",129
"AAC66230-1",789
"AAC66231-1",1432
"AAC66232-1",667
"AAC66233-1",321
"AAC66234-1",389
"AAC66235-1",13
"AAC66236-1",97
"AAC66260-1",69098
"AAC66243-1",83846
"AAC66246-1",931
"AAC66247-1",352
"AAC66248-1",277
"AAC66249-1",1747
"AAC66250-1",864
"AAC66244-1",788
"AAC66296-1",762
"AAC66261-1",343
"AAC66293-1",30
"AAC66297-1",309
"AAC66262-1",639
"AAC66263-1",1128
"AAC66299-1",879
"AAC66300-1",2288
"AAC66276-1",595
"AAC66251-1",569
"AAC66252-1",139
"AAC66253-1",294
"AAC66254-1",119
"AAC66278-1",413
"AAC66279-1",110
"AAC66280-1",144
"AAC66281-1",46
"AAC66283-1",129
"AAC66237-1",365
"AAC66266-1",59
"AAC66267-1",52
"AAC66270-1",268
"AAC66271-1",1193
"AAC66238-1",5650
"AAC66239-1",291
"AAC66240-1",1515
"AAC66241-1",14581
"AAC66255-1",7108
"AAC66284-1",410
"AAC66256-1",5220
"AAC66286-1",4553
"AAC66287-1",2020
"AET25328-1",2488
"AAC66257-1",5927
"AAC66258-1",5458
"AAC66242-1",1276
"AAF07705-1",209
"AAF07706-1",145
"AAF07707-1",1186
"AAF07708-1",18170
"AAF07709-1",39
"AAF07710-1",42
"AAF07740-1",35
"AAF07711-1",96
"AAF07712-1",9
"AAF07713-1",40
"AAF07714-1",28
"AAF07741-1",131
"AAF07742-1",3
"AAF07743-1",1
"AAF07744-1",0
"AAF07745-1",72
"AAF07746-1",26
"AAF07747-1",502
"AAF07748-1",4
"AAF07715-1",55
"AAF07716-1",24
"AAF07717-1",8
"AAF07718-1",95
"AAF07719-1",0
"AAF07720-1",26
"AAF07721-1",0
"AAF07722-1",47
"AAF07723-1",356
"AAF07724-1",134
"AAF07725-1",159
"AAF07726-1",3596
"AAF07727-1",48
"AAF07728-1",174
"AAF07730-1",17
"AAF07731-1",49
"AAF07732-1",28
"AAF07733-1",52
"AAF07734-1",734
"AAF07751-1",113
"AAF07752-1",42
"AAF07735-1",83
"AAF07753-1",21
"AAF07754-1",45
"AET25424-1",74
"AAF07761-1",7
"AAF07736-1",248
"AET25425-1",18
"AAF07737-1",20
"AAF07774-1",30
"AAF07775-1",6
